Time,Displacement,Force
110.2,9.35486,60.5977
110.3,9.36305,60.90142
110.4,9.37162,60.7997
110.5,9.38009,60.77574
110.6,9.38845,60.90554
110.7,9.39664,60.75345
110.8,9.40473,60.75868
110.9,9.41314,60.95357
111,9.42166,60.95166
111.1,9.43007,60.91365
111.2,9.43832,61.03662
111.3,9.44641,61.03051
111.4,9.45471,61.07246
111.5,9.46329,61.16272
111.6,9.47175,61.10527
111.7,9.48011,60.85128
111.8,9.48825,60.97752
111.9,9.49639,60.9588
112,9.50486,61.08495
112.1,9.51332,60.90252
112.2,9.52173,61.08627
112.3,9.53004,61.09782
112.4,9.53807,61.20541
112.5,9.54638,61.10041
112.6,9.55495,61.14632
112.7,9.56336,61.07231
112.8,9.57177,61.12881
112.9,9.57991,61.11118
113,9.58805,61.22251
113.1,9.59652,61.02985
113.2,9.60504,61.15851
113.3,9.6135,61.16567
113.4,9.62175,61.10974
113.5,9.62979,61.03241
113.6,9.63814,61.1592
113.7,9.64661,61.10361
113.8,9.65507,61.17378
113.9,9.66343,61.02742
114,9.67152,61.16282
114.1,9.67971,61.24845
114.2,9.68823,61.183
114.3,9.69664,61.3665
114.4,9.70505,61.28692
114.5,9.71336,61.23853
114.6,9.72145,61.43422
114.7,9.7298,61.31021
114.8,9.73832,61.26099
114.9,9.74679,61.33975
115,9.75509,61.418
115.1,9.76318,61.3595
115.2,9.77143,61.24752
115.3,9.77989,61.38013
115.4,9.78836,61.35064
115.5,9.79677,61.4248
115.6,9.80496,61.18949
115.7,9.81305,61.40414
115.8,9.82147,61.27254
115.9,9.82998,61.36201
116,9.83839,61.28971
116.1,9.84675,61.36965
116.2,9.85484,61.46417
116.3,9.86304,61.47613
116.4,9.87161,61.5261
116.5,9.88013,61.26766
116.6,9.88848,61.44102
116.7,9.89662,61.44346
116.8,9.90471,61.48969
116.9,9.91313,61.38174
117,9.92164,61.57949
117.1,9.93011,61.44742
117.2,9.93841,61.31033
117.3,9.94645,61.60936
117.4,9.9547,61.41308
117.5,9.96327,61.46001
117.6,9.97168,61.50739
117.7,9.98014,61.61825
117.8,9.98829,61.41992
117.9,9.99638,61.53298
118,10.00484,61.5679
118.1,10.01336,61.70592
118.2,10.02177,61.58728
118.3,10.03002,61.634
118.4,10.03811,61.40861
118.5,10.04641,61.62156
118.6,10.05498,61.75633
118.7,10.06339,61.50834
118.8,10.07175,61.57628
118.9,10.07984,61.66213
119,10.08798,61.7415
119.1,10.09655,61.57638
119.2,10.10507,61.60201
119.3,10.11348,61.52894
119.4,10.12173,61.69357
119.5,10.12977,61.61526
119.6,10.13807,61.85492
119.7,10.14664,61.73478
119.8,10.15511,61.71697
119.9,10.16341,61.57027
120,10.17155,61.80425
120.1,10.17964,61.75987
120.2,10.18816,61.74609
120.3,10.19668,61.86982
120.4,10.20509,61.64777
120.5,10.21339,61.79357
120.6,10.22138,61.77488
120.7,10.22979,61.71326
120.8,10.2383,61.87736
120.9,10.24677,61.85814
121,10.25513,61.63252
121.1,10.26316,61.83474
121.2,10.27136,61.91766
121.3,10.27993,61.87444
121.4,10.28839,61.71965
121.5,10.29675,61.98334
121.6,10.30495,61.82696
121.7,10.31304,61.96049
121.8,10.32145,62.04695
121.9,10.33002,62.02189
122,10.33843,62.06213
122.1,10.34673,61.92835
122.2,10.35482,61.90693
122.3,10.36307,62.00469
122.4,10.37159,62.06343
122.5,10.38005,61.86197
122.6,10.38846,62.00419
122.7,10.39661,62.05455
122.8,10.4047,61.80088
122.9,10.41316,62.05476
123,10.42168,62.09066
123.1,10.43009,61.98577
123.2,10.43839,61.88423
123.3,10.44643,62.02488
123.4,10.45468,61.92155
123.5,10.46325,61.9695
123.6,10.47171,62.00926
123.7,10.48013,61.98233
123.8,10.48827,62.07974
123.9,10.49641,62.02837
124,10.50482,62.1357
124.1,10.51334,62.00638
124.2,10.5218,62.25761
124.3,10.53005,61.93925
124.4,10.53809,62.08472
124.5,10.54639,62.11267
124.6,10.55497,62.00116
124.7,10.56332,62.14772
124.8,10.57173,62.00826
124.9,10.57993,62.1386
125,10.58807,62.22264
125.1,10.59654,62.15899
125.2,10.605,62.11244
125.3,10.61341,62.12298
125.4,10.62171,62.42691
125.5,10.62975,62.05674
125.6,10.63811,62.17897
125.7,10.64663,62.26259
125.8,10.65509,62.10266
125.9,10.66345,62.4002
126,10.67148,62.20507
126.1,10.67973,62.30025
126.2,10.6882,62.27742
126.3,10.69671,62.19022
126.4,10.70512,62.24831
126.5,10.71338,62.40606
126.6,10.72136,62.34353
126.7,10.72977,62.13427
126.8,10.73839,62.38978
126.9,10.74675,62.2327
127,10.75505,62.40427
127.1,10.76314,62.25806
127.2,10.77134,62.48669
127.3,10.77991,62.49896
127.4,10.78837,62.35856
127.5,10.79673,62.36073
127.6,10.80498,62.28045
127.7,10.81302,62.38024
127.8,10.82143,62.41037
127.9,10.83,62.48878
128,10.83846,62.63352
128.1,10.84677,62.46385
128.2,10.85486,62.51849
128.3,10.86305,62.52145
128.4,10.87162,62.3583
128.5,10.88009,62.56937
128.6,10.88845,62.40736
128.7,10.89664,62.38715
128.8,10.90473,62.3123
128.9,10.91314,62.4655
129,10.92166,62.50163
129.1,10.93007,62.46744
129.2,10.93832,62.50065
129.3,10.94641,62.61511
129.4,10.95471,62.57856
129.5,10.96329,62.55571
129.6,10.97175,62.56406
129.7,10.98011,62.49954
129.8,10.98825,62.50858
129.9,10.99639,62.67014
130,11.00486,62.52577
130.1,11.01337,62.76794
130.2,11.02179,62.47475
130.3,11.03004,62.57473
130.4,11.03807,62.58549
130.5,11.04638,62.68824
130.6,11.05495,62.62376
130.7,11.06336,62.59176
130.8,11.07177,62.66494
130.9,11.07986,62.65406
131,11.08805,62.59375
131.1,11.09652,62.6569
131.2,11.10504,62.49097
131.3,11.1135,62.73107
131.4,11.12175,62.73365
131.5,11.12973,62.62072
131.6,11.13814,62.81747
131.7,11.14661,62.84868
131.8,11.15507,62.54014
131.9,11.16343,62.84433
132,11.17152,62.82557
132.1,11.17966,62.75606
132.2,11.18823,62.66523
132.3,11.1967,62.51671
132.4,11.20505,62.58878
132.5,11.2133,62.6472
132.6,11.22139,62.7413
132.7,11.2298,62.82836
132.8,11.23832,62.75503
132.9,11.24679,62.77121
133,11.25509,62.88984
133.1,11.26318,62.71081
133.2,11.27138,62.83918
133.3,11.27989,62.75511
133.4,11.28841,62.74346
133.5,11.29677,62.60007
133.6,11.30496,62.8894
133.7,11.313,62.79985
133.8,11.32146,62.81878
133.9,11.32998,62.78036
134,11.33839,62.81976
134.1,11.34675,62.77205
134.2,11.35484,62.84555
134.3,11.36309,62.87391
134.4,11.37161,62.90567
134.5,11.38013,62.87508
134.6,11.38843,62.88091
134.7,11.39662,62.80008
134.8,11.40471,62.96585
134.9,11.41313,62.9343
135,11.42164,63.0062
135.1,11.43005,62.97639
135.2,11.43836,62.94152
135.3,11.4465,63.01849
135.4,11.45475,62.90203
135.5,11.46327,63.05189
135.6,11.47173,63.09172
135.7,11.48014,63.04438
135.8,11.48829,63.05234
135.9,11.48309,61.2083
136,11.47195,59.75459
136.1,11.46316,59.59208
136.2,11.45491,59.43504
136.3,11.44661,59.38029
136.4,11.43814,59.04965
136.5,11.42968,59.09045
136.6,11.42127,58.77622
136.7,11.41313,58.7687
136.8,11.40498,58.51453
136.9,11.39657,58.4447
137,11.38811,58.56462
137.1,11.37959,58.47592
137.2,11.37134,58.40928
137.3,11.36325,58.27254
137.4,11.35489,57.90271
137.5,11.34648,57.88656
137.6,11.33796,58.11183
137.7,11.32955,57.82801
137.8,11.32152,58.07424
137.9,11.31327,57.57188
138,11.30486,57.51982
138.1,11.29645,57.4674
138.2,11.28793,57.29879
138.3,11.27973,57.42952
138.4,11.27159,57.29094
138.5,11.26323,57.07144
138.6,11.25482,56.92316
138.7,11.2463,56.90085
138.8,11.23795,56.92923
138.9,11.22986,56.81919
139,11.22161,56.80067
139.1,11.21314,56.62163
139.2,11.20468,56.62492
139.3,11.19627,56.47022
139.4,11.18807,56.18253
139.5,11.17993,56.2742
139.6,11.17157,56.0767
139.7,11.16316,56.02175
139.8,11.15464,56.10258
139.9,11.14629,55.76212
140,11.13825,55.75263
140.1,11.12995,55.62984
140.2,11.12148,55.6553
140.3,11.11302,55.59197
140.4,11.1045,55.40054
140.5,11.09641,55.50934
140.6,11.08827,55.20631
140.7,11.07986,55.21938
140.8,11.07145,55.02103
140.9,11.06293,54.9924
141,11.05468,54.87806
141.1,11.04654,54.74703
141.2,11.03829,54.61514
141.3,11.02987,54.62811
141.4,11.02136,54.40798
141.5,11.01289,54.32988
141.6,11.00475,54.31866
141.7,10.99661,54.30828
141.8,10.98814,54.04548
141.9,10.97979,54.07958
142,10.97127,54.03687
142.1,10.96296,53.99677
142.2,10.95488,53.9434
142.3,10.94657,53.74719
142.4,10.93811,53.61615
142.5,10.9297,53.52423
142.6,10.92129,53.47465
142.7,10.91314,53.40334
142.8,10.90495,53.32248
142.9,10.89654,52.96156
143,10.88807,53.17165
143.1,10.87955,52.96101
143.2,10.87136,52.98734
143.3,10.86327,53.02368
143.4,10.85491,52.82097
143.5,10.84645,52.56421
143.6,10.83798,52.64953
143.7,10.82957,52.4023
143.8,10.82148,52.41066
143.9,10.81329,52.30751
144,10.80482,52.18131
144.1,10.79641,52.13244
144.2,10.78789,52.24091
144.3,10.7797,51.94525
144.4,10.77161,51.99731
144.5,10.76325,51.75373
144.6,10.75478,51.54452
144.7,10.74632,51.64256
144.8,10.73791,51.62101
144.9,10.72982,51.68958
145,10.72157,51.37836
145.1,10.71321,51.18198
145.2,10.7047,51.10971
145.3,10.69618,51.04279
145.4,10.68804,51.05462
145.5,10.67995,50.84986
145.6,10.67154,50.73598
145.7,10.66312,50.80373
145.8,10.65461,50.79486
145.9,10.64625,50.71085
146,10.63827,50.53276
146.1,10.62991,50.37654
146.2,10.6215,50.10242
146.3,10.61304,50.07598
146.4,10.60452,50.10973
146.5,10.59637,50.2774
146.6,10.58823,50.03039
146.7,10.57982,49.7995
146.8,10.57141,49.82656
146.9,10.56295,49.75232
147,10.55464,49.54196
147.1,10.54661,49.67873
147.2,10.53825,49.48843
147.3,10.52984,49.24124
147.4,10.52137,49.17181
147.5,10.51291,49.09455
147.6,10.50477,49.04153
147.7,10.49657,48.86318
147.8,10.48821,48.8235
147.9,10.47975,48.89615
148,10.47123,48.59697
148.1,10.46293,48.59866
148.2,10.45489,48.67181
148.3,10.44659,48.32379
148.4,10.43818,48.50165
148.5,10.42966,48.17833
148.6,10.42125,48.11174
148.7,10.41316,47.99992
148.8,10.40491,47.98501
148.9,10.39655,47.81377
149,10.38809,47.78541
149.1,10.37957,47.62885
149.2,10.37132,47.75659
149.3,10.36323,47.5048
149.4,10.35487,47.56198
149.5,10.34646,47.22606
149.6,10.338,47.33086
149.7,10.32959,47.11785
149.8,10.32145,47.1155
149.9,10.3133,47.10394
150,10.30489,47.06046
150.1,10.29638,46.67315
150.2,10.28791,46.68906
150.3,10.27971,46.85799
150.4,10.27162,46.52838
150.5,10.26321,46.56848
150.6,10.2548,46.36932
150.7,10.24629,46.3802
150.8,10.23793,46.26008
150.9,10.22984,46.26827
151,10.22154,45.99834
151.1,10.21318,46.09706
151.2,10.20471,45.99403
151.3,10.1962,45.8341
151.4,10.18805,45.65893
151.5,10.17996,45.51651
151.6,10.17155,45.47166
151.7,10.16309,45.33754
151.8,10.15462,45.32058
151.9,10.14627,45.06047
152,10.13823,45.02368
152.1,10.12993,45.044
152.2,10.12152,45.01313
152.3,10.11305,45.05845
152.4,10.10454,44.82241
152.5,10.09639,44.78913
152.6,10.08825,44.60331
152.7,10.07984,44.46292
152.8,10.07148,44.39597
152.9,10.06291,44.25498
153,10.05461,44.49341
153.1,10.04657,44.12207
153.2,10.03827,44.14918
153.3,10.02986,44.08079
153.4,10.02134,43.82178
153.5,10.01293,43.77681
153.6,10.00479,43.71238
153.7,9.99659,43.67894
153.8,9.98818,43.47413
153.9,9.97977,43.44785
154,9.97125,43.27816
154.1,9.963,43.33838
154.2,9.95491,43.32473
154.3,9.94655,43.09786
154.4,9.93814,43.02589
154.5,9.92968,42.81738
154.6,9.92127,42.90128
154.7,9.91318,42.83087
154.8,9.90498,42.67136
154.9,9.89657,42.51089
155,9.88811,42.38292
155.1,9.87959,42.48837
155.2,9.87134,42.31693
155.3,9.86325,42.26196
155.4,9.85489,42.15816
155.5,9.84648,42.18562
155.6,9.83797,41.91248
155.7,9.82955,41.99018
155.8,9.82152,41.86301
155.9,9.81321,41.67008
156,9.80486,41.54028
156.1,9.79639,41.4815
156.2,9.78793,41.43304
156.3,9.77973,41.35732
156.4,9.77164,41.05258
156.5,9.76323,41.01493
156.6,9.75482,40.96676
156.7,9.7463,40.94851
156.8,9.73795,40.852
156.9,9.72986,40.85852
157,9.72155,40.71173
157.1,9.71314,40.52725
157.2,9.70468,40.74092
157.3,9.69627,40.50801
157.4,9.68807,40.28228
157.5,9.67993,40.22961
157.6,9.67157,40.13955
157.7,9.66316,40.17371
157.8,9.65464,39.95186
157.9,9.64629,39.96959
158,9.63825,39.85206
158.1,9.62989,39.72263
158.2,9.62148,39.5857
158.3,9.61302,39.48897
158.4,9.60455,39.59666
158.5,9.59636,39.52846
158.6,9.58827,39.29939
158.7,9.57986,39.07867
158.8,9.57145,38.9381
158.9,9.56293,38.99979
159,9.55468,39.09619
159.1,9.54654,38.75591
159.2,9.53829,38.69737
159.3,9.52982,38.59423
159.4,9.52136,38.37803
159.5,9.51289,38.59235
159.6,9.50475,38.44542
159.7,9.49661,38.21749
159.8,9.4882,38.23097
159.9,9.47973,38.26623
160,9.47127,38.02346
160.1,9.46297,37.88258
160.2,9.45487,37.90588
160.3,9.44657,37.94114
160.4,9.43811,37.61049
160.5,9.4297,37.6383
160.6,9.42129,37.42369
160.7,9.41314,37.52212
160.8,9.405,37.32855
160.9,9.39653,37.21556
161,9.38807,37.27076
161.1,9.37955,36.9711
161.2,9.37136,37.00988
161.3,9.36327,37.03308
161.4,9.35486,36.87691
161.5,9.34645,36.87888
161.6,9.33798,36.59327
161.7,9.32957,36.77557
161.8,9.32148,36.44375
161.9,9.31329,36.47967
162,9.30488,36.30724
162.1,9.29641,36.04605
162.2,9.28795,36.03793
162.3,9.2797,36.03896
162.4,9.27161,35.97335
162.5,9.26325,35.79055
162.6,9.25479,35.79181
162.7,9.24632,35.64154
162.8,9.23791,35.73005
162.9,9.22982,35.56664
163,9.22157,35.43116
163.1,9.21316,35.35834
163.2,9.2047,35.14307
163.3,9.19618,35.16774
163.4,9.18804,35.06819
163.5,9.17995,35.02377
163.6,9.17154,34.94932
163.7,9.16313,34.94595
163.8,9.15466,34.72625
163.9,9.1463,34.76836
164,9.13821,34.38588
164.1,9.12991,34.4925
164.2,9.1215,34.36293
164.3,9.11304,34.19714
164.4,9.10457,34.00903
164.5,9.09643,34.04334
164.6,9.08823,33.99756
164.7,9.07987,33.79591
164.8,9.07146,33.79949
164.9,9.06295,33.79131
165,9.05464,33.71617
165.1,9.04661,33.62347
165.2,9.03825,33.38737
165.3,9.02989,33.33155
165.4,9.02138,33.35841
165.5,9.01286,33.12904
165.6,9.00477,33.15002
165.7,8.99657,33.09338
165.8,8.98821,33.0674
165.9,8.97975,32.85736
166,8.97123,32.66454
166.1,8.96298,32.72061
166.2,8.95489,32.62527
166.3,8.94654,32.39584
166.4,8.93818,32.31606
166.5,8.92966,32.42251
166.6,8.92125,32.14419
166.7,8.91316,32.17791
166.8,8.90491,32.02079
166.9,8.89655,31.88476
167,8.88809,31.82866
167.1,8.87957,31.7527
167.2,8.87132,31.57477
167.3,8.86323,31.50599
167.4,8.85488,31.42502
167.5,8.84646,31.28368
167.6,8.838,31.37992
167.7,8.82954,31.25096
167.8,8.8215,31.08778
167.9,8.81325,31.14806
168,8.80484,31.15567
168.1,8.79643,30.92311
168.2,8.78791,30.77934
168.3,8.77971,30.63418
168.4,8.77157,30.65588
168.5,8.76327,30.46465
168.6,8.7548,30.71069
168.7,8.74629,30.45872
168.8,8.73793,30.28616
168.9,8.72984,30.24353
169,8.72159,29.94095
169.1,8.71318,30.05081
169.2,8.70471,30.02745
169.3,8.69625,29.86781
169.4,8.68805,29.63341
169.5,8.67997,29.63944
169.6,8.67155,29.5062
169.7,8.66314,29.59858
169.8,8.65462,29.32264
169.9,8.64627,29.22345
170,8.63823,29.23549
170.1,8.62988,29.01137
170.2,8.62152,29.10819
170.3,8.61305,29.03053
170.4,8.60454,28.8027
170.5,8.59639,28.72889
170.6,8.58825,28.58867
170.7,8.57989,28.56213
170.8,8.57143,28.4381
170.9,8.56296,28.50812
171,8.55461,28.36641
171.1,8.54657,28.27605
171.2,8.53827,28.1808
171.3,8.52986,27.96832
171.4,8.52134,27.72312
171.5,8.51293,28.0094
171.6,8.50479,27.93059
171.7,8.49659,27.82593
171.8,8.48818,27.5469
171.9,8.47977,27.50971
172,8.4712,27.37821
172.1,8.463,27.55852
172.2,8.45491,27.24347
172.3,8.4465,27.07366
172.4,8.43814,27.06903
172.5,8.42963,26.9361
172.6,8.42127,26.85121
172.7,8.41313,26.80154
172.8,8.40493,26.75545
172.9,8.39657,26.51277
173,8.38811,26.61162
173.1,8.37959,26.55804
173.2,8.37134,26.41376
173.3,8.36325,26.06276
173.4,8.35489,26.17997
173.5,8.34648,25.95115
173.6,8.33796,25.94788
173.7,8.32955,26.08068
173.8,8.32146,25.79213
173.9,8.31321,25.75395
174,8.30491,25.5933
174.1,8.29645,25.40354
174.2,8.28793,25.32994
174.3,8.27973,25.41022
174.4,8.27159,25.13488
174.5,8.26323,25.26218
174.6,8.25482,25.15387
174.7,8.2463,24.95916
174.8,8.23795,25.17528
174.9,8.2298,24.65359
175,8.22161,24.78862
175.1,8.21314,24.63813
175.2,8.20468,24.59259
175.3,8.19627,24.50263
175.4,8.18807,24.21648
175.5,8.17993,24.45409
175.6,8.17157,24.21519
175.7,8.16311,24.01184
175.8,8.15464,24.10881
175.9,8.14629,23.77555
176,8.13825,23.88143
176.1,8.12995,23.63009
176.2,8.12154,23.5813
176.3,8.11302,23.44045
176.4,8.10455,23.34588
176.5,8.09641,23.4987
176.6,8.08827,23.23955
176.7,8.07986,23.11859
176.8,8.07139,22.99737
176.9,8.06293,23.00198
177,8.05468,22.67203
177.1,8.04659,22.72196
177.2,8.03829,22.8755
177.3,8.02982,22.48381
177.4,8.02136,22.6164
177.5,8.01289,22.41059
177.6,8.0048,22.42399
177.7,7.99661,22.28176
177.8,7.98814,22.02133
177.9,7.97979,22.10038
178,7.97127,21.95478
178.1,7.96296,21.91443
178.2,7.95487,21.90877
178.3,7.94652,21.58315
178.4,7.93811,21.51572
178.5,7.9297,21.42908
178.6,7.92123,21.22983
178.7,7.91314,21.43331
178.8,7.90495,21.10816
178.9,7.89654,20.9896
179,7.88807,21.16981
179.1,7.87955,20.87029
179.2,7.87136,20.87569
179.3,7.86327,20.61351
179.4,7.85491,20.75907
179.5,7.84645,20.58728
179.6,7.83798,20.38213
179.7,7.82957,20.35787
179.8,7.82154,20.25831
179.9,7.81323,20.20394
180,7.80482,20.08895
180.1,7.79641,20.11941
180.2,7.78789,19.76871
180.3,7.77975,19.82207
180.4,7.77161,19.53172
180.5,7.76325,19.60425
180.6,7.75479,19.52352
180.7,7.74627,19.44241
180.8,7.73791,19.35067
180.9,7.72982,19.36781
181,7.72157,19.02933
181.1,7.71321,19.02882
181.2,7.7047,19.01054
181.3,7.69623,18.83364
181.4,7.68809,18.80445
181.5,7.67995,18.60398
181.6,7.67154,18.44274
181.7,7.66312,18.44475
181.8,7.65466,18.54139
181.9,7.6463,18.31784
182,7.63821,18.42332
182.1,7.62991,18.21815
182.2,7.6215,18.01415
182.3,7.61304,18.02364
182.4,7.60457,18.02041
182.5,7.59643,17.89153
182.6,7.58823,17.71099
182.7,7.57987,17.58013
182.8,7.57141,17.65541
182.9,7.56295,17.40591
183,7.55464,17.42208
183.1,7.54661,17.38293
183.2,7.53825,17.29677
183.3,7.52989,16.89083
183.4,7.52138,16.97264
183.5,7.51291,16.95774
183.6,7.50477,16.92107
183.7,7.49657,16.88545
183.8,7.48816,16.73602
183.9,7.47975,16.53165
184,7.47123,16.54759
184.1,7.46298,16.50587
184.2,7.45489,16.44223
184.3,7.44659,16.444
184.4,7.43818,16.25942
184.5,7.42966,16.2141
184.6,7.42125,15.97195
184.7,7.41316,15.82585
184.8,7.40491,15.89028
184.9,7.39655,15.72311
185,7.38809,15.63454
185.1,7.37957,15.54654
185.2,7.37137,15.57891
185.3,7.36323,15.18461
185.4,7.35488,15.27077
185.5,7.34646,15.13658
185.6,7.338,15.06785
185.7,7.32959,14.99726
185.8,7.32145,15.12571
185.9,7.31325,14.88174
186,7.30484,14.80867
186.1,7.29643,14.68511
186.2,7.28791,14.48278
186.3,7.27971,14.60751
186.4,7.27163,14.42044
186.5,7.26321,14.2737
186.6,7.2548,14.26849
186.7,7.24629,13.95772
186.8,7.23787,14.11972
186.9,7.22989,13.91356
187,7.22154,13.92436
187.1,7.21318,13.81173
187.2,7.20471,13.76153
187.3,7.1962,13.68243
187.4,7.18805,13.40358
187.5,7.17991,13.38599
187.6,7.17155,13.361
187.7,7.16309,13.08756
187.8,7.15462,13.30174
187.9,7.14632,13.25732
188,7.13818,12.80809
188.1,7.12993,12.94349
188.2,7.12152,12.71559
188.3,7.11305,12.80189
188.4,7.10454,12.7019
188.5,7.09639,12.67789
188.6,7.08825,12.29172
188.7,7.07984,12.42752
188.8,7.07148,12.33721
188.9,7.06291,12.16045
189,7.05461,12.24438
189.1,7.04657,12.22618
189.2,7.03827,11.89205
189.3,7.02986,11.89655
189.4,7.02134,11.70911
189.5,7.01293,11.84997
189.6,7.00479,11.5794
189.7,6.99659,11.69641
189.8,6.98818,11.51325
189.9,6.97977,11.63229
190,6.97125,11.26968
190.1,6.963,11.26576
190.2,6.95491,11.00023
190.3,6.94655,11.02694
190.4,6.93814,10.82163
190.5,6.92968,10.95095
190.6,6.92127,10.68941
190.7,6.91312,10.67874
190.8,6.90493,10.65146
190.9,6.89652,10.30677
191,6.88811,10.42149
191.1,6.87959,10.42865
191.2,6.87134,10.20844
191.3,6.86325,10.14823
191.4,6.85489,10.1462
191.5,6.84648,9.81966
191.6,6.83791,9.65249
191.7,6.82955,9.72615
191.8,6.82152,9.91365
191.9,6.81321,9.55616
192,6.80486,9.69331
192.1,6.79639,9.67443
192.2,6.78793,9.42973
192.3,6.77973,9.54327
192.4,6.77164,9.30152
192.5,6.76323,9.14396
192.6,6.75477,9.1788
192.7,6.7463,9.01381
192.8,6.73789,8.926
192.9,6.7298,8.88079
193,6.72155,8.72874
193.1,6.71314,8.5934
193.2,6.70468,8.68615
193.3,6.69621,8.61273
193.4,6.68807,8.57483
193.5,6.67993,8.4184
193.6,6.67152,8.2567
193.7,6.66316,8.09789
193.8,6.65464,8.37756
193.9,6.64629,8.20154
194,6.6382,8.09611
194.1,6.62995,7.94323
194.2,6.62148,7.87645
194.3,6.61302,7.79886
194.4,6.60455,7.89808
194.5,6.59641,7.8876
194.6,6.58827,7.85956
194.7,6.57986,7.80223
194.8,6.57145,7.95361
194.9,6.56293,7.76594
195,6.55468,7.51743
195.1,6.54659,7.8087
195.2,6.53829,7.82661
195.3,6.52982,7.76726
195.4,6.52136,7.5014
195.5,6.51289,7.85636
195.6,6.5048,7.69296
195.7,6.49661,7.60809
195.8,6.4882,7.72348
195.9,6.47979,7.62229
196,6.47127,7.67011
196.1,6.46296,7.46471
196.2,6.45487,7.41076
196.3,6.44657,7.5288
196.4,6.43816,7.25594
196.5,6.42964,7.34142
196.6,6.42123,7.29259
196.7,6.41314,7.26389
196.8,6.40495,7.29758
196.9,6.39654,7.23125
197,6.38807,7.10344
197.1,6.37955,6.99528
197.2,6.37136,6.97089
197.3,6.36327,7.02942
197.4,6.35491,6.97397
197.5,6.34645,6.81929
197.6,6.33798,7.0146
197.7,6.32957,7.02199
197.8,6.32154,6.98113
197.9,6.31323,6.75341
198,6.30482,6.55575
198.1,6.29641,6.49509
198.2,6.28795,6.63462
198.3,6.27975,6.70654
198.4,6.27155,6.50477
198.5,6.26325,6.5945
198.6,6.25479,6.41474
198.7,6.24632,6.18528
198.8,6.23791,6.26889
198.9,6.22982,6.41723
199,6.22157,6.21521
199.1,6.21316,6.36065
199.2,6.20475,6.1752
199.3,6.19618,6.04185
199.4,6.18804,5.82257
199.5,6.17995,6.041
199.6,6.17159,5.92306
199.7,6.16313,5.93345
199.8,6.15466,6.02007
199.9,6.1463,5.61373
200,6.13821,5.52074
200.1,6.12991,5.53984
200.2,6.1215,5.32367
200.3,6.11298,5.42515
200.4,6.10457,5.34441
200.5,6.09643,5.3999
200.6,6.08823,5.05877
200.7,6.07987,4.93438
200.8,6.07141,4.81207
200.9,6.06295,4.87487
201,6.05464,4.92876
201.1,6.04661,4.7647
201.2,6.03825,4.59001
201.3,6.02989,4.57407
201.4,6.02137,4.56643
201.5,6.01286,4.45027
201.6,6.00477,4.50987
201.7,5.99662,4.19634
201.8,5.98821,4.16778
201.9,5.97975,4.09071
202,5.97123,4.03868
202.1,5.96293,3.92039
202.2,5.95489,3.92668
202.3,5.94659,3.54229
202.4,5.93812,3.75591
202.5,5.92966,3.52641
202.6,5.92125,3.59728
202.7,5.91316,3.40751
202.8,5.90496,3.64408
202.9,5.89655,3.17826
203,5.88809,3.24669
203.1,5.87957,3.18922
203.2,5.87137,3.19422
203.3,5.86323,3.11011
203.4,5.85487,2.70407
203.5,5.84646,2.9278
203.6,5.838,2.78536
203.7,5.82954,2.75723
203.8,5.8215,2.74292
203.9,5.81325,2.55751
204,5.80484,2.50486
204.1,5.79643,2.5627
204.2,5.78791,2.37609
204.3,5.77971,2.20303
204.4,5.77157,1.97638
204.5,5.76327,2.19048
204.6,5.7548,2.09432
204.7,5.74629,1.95902
204.8,5.73793,2.01253
204.9,5.72984,1.84824
205,5.72159,1.74315
205.1,5.71318,1.64223
205.2,5.70466,1.67566
205.3,5.6962,1.53169
205.4,5.68805,1.35935
205.5,5.67996,1.41224
205.6,5.67155,1.45319
205.7,5.66309,1.19684
205.8,5.65462,1.22985
205.9,5.64632,0.82747
206,5.63823,0.94351
206.1,5.62988,1.04138
206.2,5.62559,0.92031
206.3,5.63668,1.03454
206.4,5.64638,1.08945
206.5,5.655,1.41702
206.6,5.66341,1.22111
206.7,5.6715,1.44024
206.8,5.6797,1.62658
206.9,5.68821,1.64713
207,5.69673,1.82313
207.1,5.70509,1.73073
207.2,5.71334,1.9877
207.3,5.72143,1.74688
207.4,5.72979,1.97343
207.5,5.7383,2.20496
207.6,5.74677,2.11948
207.7,5.75513,2.13315
207.8,5.76316,2.33014
207.9,5.77141,2.52677
208,5.77993,2.46998
208.1,5.78839,2.50297
208.2,5.79675,2.61944
208.3,5.80495,2.85773
208.4,5.81304,2.85558
208.5,5.8215,2.93228
208.6,5.83002,2.99988
208.7,5.83838,2.95143
208.8,5.84673,3.17272
208.9,5.85482,3.4055
209,5.86307,3.3722
209.1,5.87159,3.38249
209.2,5.88005,3.60708
209.3,5.88846,3.68425
209.4,5.89661,3.89534
209.5,5.9047,3.84039
209.6,5.91316,3.83865
209.7,5.92162,3.85328
209.8,5.93009,4.05704
209.9,5.93839,4.09619
210,5.94648,4.32278
210.1,5.95468,4.32276
210.2,5.9633,4.46461
210.3,5.97171,4.49177
210.4,5.98012,4.6387
210.5,5.98827,4.60514
210.6,5.99641,4.68123
210.7,6.00488,4.84649
210.8,6.01339,4.87279
210.9,6.0218,5.05925
211,6.03005,4.91628
211.1,6.03809,5.15583
211.2,6.04639,5.16974
211.3,6.05496,5.39337
211.4,6.06337,5.31537
211.5,6.07173,5.39309
211.6,6.07993,5.53984
